correct,questions,responses,rt,time_elapsed,trial_index,trial_type,pid
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",20294.0,803644.0,157.0,survey-multi-choice,5
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",9129.0,47249.0,3.0,survey-multi-choice,6
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",19357.0,54346.0,3.0,survey-multi-choice,7
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""somewhat""]",11963.0,1052551.0,157.0,survey-multi-choice,7
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",33163.0,153208.0,3.0,survey-multi-choice,8
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",25576.0,1175102.0,157.0,survey-multi-choice,8
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",27163.0,67414.0,3.0,survey-multi-choice,9
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",12138.0,533092.0,157.0,survey-multi-choice,9
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",43470.0,172578.0,3.0,survey-multi-choice,10
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",33089.0,236812.0,5.0,survey-multi-choice,10
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""somewhat""]",32317.0,1485016.0,159.0,survey-multi-choice,10
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11010.0,107417.0,3.0,survey-multi-choice,11
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",7830.0,1002792.0,157.0,survey-multi-choice,11
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",23985.0,532938.0,3.0,survey-multi-choice,12
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",20941.0,1711021.0,157.0,survey-multi-choice,12
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",17042.0,56725.0,3.0,survey-multi-choice,13
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",10191.0,88875.0,5.0,survey-multi-choice,13
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",18525.0,715387.0,159.0,survey-multi-choice,13
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",23571.0,97417.0,3.0,survey-multi-choice,14
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",11080.0,1305033.0,157.0,survey-multi-choice,14
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",16107.0,76165.0,3.0,survey-multi-choice,15
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""somewhat""]",13882.0,806600.0,157.0,survey-multi-choice,15
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",19935.0,70012.0,3.0,survey-multi-choice,16
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",21767.0,1159952.0,157.0,survey-multi-choice,16
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",35030.0,102120.0,3.0,survey-multi-choice,17
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #E3B643'><b>Yellow</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",19972.0,1388943.0,157.0,survey-multi-choice,17
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11774.0,57588.0,3.0,survey-multi-choice,18
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",16526.0,680369.0,157.0,survey-multi-choice,18
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",19456.0,124201.0,3.0,survey-multi-choice,19
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",6969.0,153410.0,5.0,survey-multi-choice,19
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""somewhat""]",18164.0,820972.0,159.0,survey-multi-choice,19
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",8832.0,280501.0,3.0,survey-multi-choice,20
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",10142.0,325137.0,5.0,survey-multi-choice,20
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""somewhat""]",8358.0,955597.0,159.0,survey-multi-choice,20
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",7596.0,48039.0,3.0,survey-multi-choice,21
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",11735.0,668364.0,157.0,survey-multi-choice,21
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",11237.0,38008.0,3.0,survey-multi-choice,22
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",5550.0,58592.0,5.0,survey-multi-choice,22
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",7494.0,839094.0,159.0,survey-multi-choice,22
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",21039.0,105034.0,3.0,survey-multi-choice,23
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",17002.0,1312718.0,157.0,survey-multi-choice,23
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",16489.0,79495.0,3.0,survey-multi-choice,24
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",8824.0,101648.0,5.0,survey-multi-choice,24
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",7995.0,791705.0,159.0,survey-multi-choice,24
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",18690.0,79067.0,3.0,survey-multi-choice,25
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",6398.0,111451.0,5.0,survey-multi-choice,25
"[False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""p (no)""]",17986.0,146506.0,7.0,survey-multi-choice,25
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",26991.0,236782.0,9.0,survey-multi-choice,25
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",12304.0,1197572.0,163.0,survey-multi-choice,25
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",5792.0,653376.0,3.0,survey-multi-choice,26
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",7623.0,1176172.0,157.0,survey-multi-choice,26
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",24627.0,60685.0,3.0,survey-multi-choice,27
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",11625.0,678980.0,157.0,survey-multi-choice,27
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",12068.0,55443.0,3.0,survey-multi-choice,28
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",13000.0,1021768.0,157.0,survey-multi-choice,28
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",21545.0,77906.0,3.0,survey-multi-choice,29
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""a little""]",15616.0,697194.0,157.0,survey-multi-choice,29
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",10516.0,302410.0,3.0,survey-multi-choice,30
"[False, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""not at all""]",7620.0,1612125.0,157.0,survey-multi-choice,30
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",19713.0,136086.0,3.0,survey-multi-choice,31
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",8675.0,166095.0,5.0,survey-multi-choice,31
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""not at all""]",14760.0,829832.0,159.0,survey-multi-choice,31
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",11329.0,83761.0,3.0,survey-multi-choice,32
"[True, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #53BA42'><b>Green</b></span>"",""somewhat""]",17231.0,1434656.0,157.0,survey-multi-choice,32
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",18787.0,127904.0,3.0,survey-multi-choice,33
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",17729.0,1158972.0,157.0,survey-multi-choice,33
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",22179.0,84512.0,3.0,survey-multi-choice,34
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",14085.0,110115.0,5.0,survey-multi-choice,34
"[True, True, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""a little""]",29303.0,760983.0,159.0,survey-multi-choice,34
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",20697.0,51506.0,3.0,survey-multi-choice,35
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",2990.0,75601.0,5.0,survey-multi-choice,35
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",2576.0,80823.0,7.0,survey-multi-choice,35
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",8624.0,875899.0,161.0,survey-multi-choice,35
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",20555.0,79235.0,3.0,survey-multi-choice,36
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #4C4FE1'><b>Blue</b></span>"",""<span style='color: #E3B643'><b>Yellow</b></span>"",""not at all""]",8963.0,1505375.0,157.0,survey-multi-choice,36
"[True, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""p (no)""]",39865.0,114104.0,3.0,survey-multi-choice,37
"[False, False, False]","[""The ball is <b>more</b> likely to go in when the background is..."",""The ball is <b>less</b> likely to go in when the background is..."",""How confident are you in your responses to the previous two questions?""]","[""<span style='color: #53BA42'><b>Green</b></span>"",""<span style='color: #4C4FE1'><b>Blue</b></span>"",""a little""]",9190.0,1121536.0,157.0,survey-multi-choice,37
"[True, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""q (yes)"",""q (yes)""]",19388.0,61484.0,3.0,survey-multi-choice,38
"[False, False]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""q (yes)""]",4083.0,74196.0,5.0,survey-multi-choice,38
"[False, True]","[""Which key should you press if you think the ball\nwill bounce off the back wall and then fly through\nthe hole in the center wall?"",""Which key should you press if you think the ball will\nbounce off the center wall, then the back wall,\nand then fly through the hole in the center wall?""]","[""p (no)"",""p (no)""]",6105.0,86540.0,7.0,survey-multi-choice,38
